사고지역관리번호,사고연도,사고유형구분,위치코드,사고다발지역시도시군구,사고지역위치명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,위도,경도,사고다발지역폴리곤정보,데이터기준일자
2017050,2016,자전거,30140003,대전광역시 중구3,대전광역시 중구 유천동(PC방놀러와 부근),5,5,0,1,4,0,36.31568713,127.39286717,"{""type"":""Polygon"",""coordinates"":[[[127.3946638,36.31568713],[127.39462927,36.31540471],[127.39452704,36.31513313],[127.39436101,36.31488285],[127.39413758,36.31466347],[127.39386532,36.31448343],[127.39355471,36.31434965],[127.39321767,36.31426727],[127.39286717,36.31423945],[127.39251666,36.31426727],[127.39217962,36.31434965],[127.39186901,36.31448343],[127.39159676,36.31466347],[127.39137332,36.31488285],[127.3912073,36.31513313],[127.39110506,36.31540471],[127.39107054,36.31568713],[127.39110506,36.31596956],[127.3912073,36.31624113],[127.39137332,36.31649141],[127.39159676,36.31671078],[127.39186901,36.31689081],[127.39217962,36.31702459],[127.39251666,36.31710697],[127.39286717,36.31713478],[127.39321767,36.31710697],[127.39355471,36.31702459],[127.39386532,36.31689081],[127.39413758,36.31671078],[127.39436101,36.31649141],[127.39452704,36.31624113],[127.39462927,36.31596956],[127.3946638,36.31568713]]]}",2023-01-25
2017050,2016,자전거,30140004,대전광역시 중구4,대전광역시 중구 중촌동(증촌사거리 부근),4,4,0,4,0,0,36.33746831,127.41514571,"{""type"":""Polygon"",""coordinates"":[[[127.41694235,36.33746831],[127.41690782,36.33718597],[127.41680558,36.33691447],[127.41663956,36.33666426],[127.41641612,36.33644494],[127.41614387,36.33626495],[127.41583326,36.33613121],[127.41549622,36.33604885],[127.41514571,36.33602104],[127.41479521,36.33604885],[127.41445817,36.33613121],[127.41414756,36.33626495],[127.4138753,36.33644494],[127.41365187,36.33666426],[127.41348584,36.33691447],[127.41338361,36.33718597],[127.41334908,36.33746831],[127.41338361,36.33775066],[127.41348584,36.33802215],[127.41365187,36.33827236],[127.4138753,36.33849167],[127.41414756,36.33867166],[127.41445817,36.3388054],[127.41479521,36.33888775],[127.41514571,36.33891556],[127.41549622,36.33888775],[127.41583326,36.3388054],[127.41614387,36.33867166],[127.41641612,36.33849167],[127.41663956,36.33827236],[127.41680558,36.33802215],[127.41690782,36.33775066],[127.41694235,36.33746831]]]}",2023-01-25
2017050,2016,자전거,30140005,대전광역시 중구5,대전광역시 중구 선화동(대명카센타 부근),4,4,0,3,1,0,36.33284624,127.41925113,"{""type"":""Polygon"",""coordinates"":[[[127.42104776,36.33284624],[127.42101323,36.33256388],[127.420911,36.33229236],[127.42074497,36.33204213],[127.42052153,36.33182281],[127.42024928,36.33164281],[127.41993867,36.33150906],[127.41960163,36.33142669],[127.41925113,36.33139888],[127.41890062,36.33142669],[127.41856358,36.33150906],[127.41825297,36.33164281],[127.41798072,36.33182281],[127.41775728,36.33204213],[127.41759125,36.33229236],[127.41748902,36.33256388],[127.41745449,36.33284624],[127.41748902,36.3331286],[127.41759125,36.33340011],[127.41775728,36.33365034],[127.41798072,36.33386966],[127.41825297,36.33404965],[127.41856358,36.3341834],[127.41890062,36.33426576],[127.41925113,36.33429357],[127.41960163,36.33426576],[127.41993867,36.3341834],[127.42024928,36.33404965],[127.42052153,36.33386966],[127.42074497,36.33365034],[127.420911,36.33340011],[127.42101323,36.3331286],[127.42104776,36.33284624]]]}",2023-01-25
2017050,2016,자전거,30140006,대전광역시 중구6,대전광역시 중구 문창동(보문교 부근),4,4,0,3,1,0,36.3215979,127.43693619,"{""type"":""Polygon"",""coordinates"":[[[127.43873282,36.3215979],[127.4386983,36.3213155],[127.43859606,36.32104394],[127.43843004,36.32079368],[127.4382066,36.32057432],[127.43793435,36.32039429],[127.43762373,36.32026052],[127.4372867,36.32017815],[127.43693619,36.32015033],[127.43658569,36.32017815],[127.43624865,36.32026052],[127.43593804,36.32039429],[127.43566578,36.32057432],[127.43544235,36.32079368],[127.43527632,36.32104394],[127.43517408,36.3213155],[127.43513956,36.3215979],[127.43517408,36.3218803],[127.43527632,36.32215185],[127.43544235,36.32240211],[127.43566578,36.32262147],[127.43593804,36.32280149],[127.43624865,36.32293525],[127.43658569,36.32301763],[127.43693619,36.32304544],[127.4372867,36.32301763],[127.43762373,36.32293525],[127.43793435,36.32280149],[127.4382066,36.32262147],[127.43843004,36.32240211],[127.43859606,36.32215185],[127.4386983,36.3218803],[127.43873282,36.3215979]]]}",2023-01-25
2017050,2016,자전거,30140007,대전광역시 중구7,대전광역시 중구 태평동(태평오거리 부근),4,4,0,2,2,0,36.32614346,127.39349964,"{""type"":""Polygon"",""coordinates"":[[[127.39529627,36.32614346],[127.39526175,36.32586108],[127.39515951,36.32558954],[127.39499348,36.32533929],[127.39477005,36.32511994],[127.39449779,36.32493993],[127.39418718,36.32480616],[127.39385014,36.32472379],[127.39349964,36.32469598],[127.39314913,36.32472379],[127.3928121,36.32480616],[127.39250148,36.32493993],[127.39222923,36.32511994],[127.3920058,36.32533929],[127.39183977,36.32558954],[127.39173753,36.32586108],[127.39170301,36.32614346],[127.39173753,36.32642585],[127.39183977,36.32669738],[127.3920058,36.32694763],[127.39222923,36.32716697],[127.39250148,36.32734698],[127.3928121,36.32748074],[127.39314913,36.32756311],[127.39349964,36.32759092],[127.39385014,36.32756311],[127.39418718,36.32748074],[127.39449779,36.32734698],[127.39477005,36.32716697],[127.39499348,36.32694763],[127.39515951,36.32669738],[127.39526175,36.32642585],[127.39529627,36.32614346]]]}",2023-01-25
2017050,2016,자전거,30140008,대전광역시 중구8,대전광역시 중구 유천동(유천네거리 부근),4,4,0,0,3,1,36.31855724,127.3976963,"{""type"":""Polygon"",""coordinates"":[[[127.39949293,36.31855724],[127.39945841,36.31827483],[127.39935617,36.31800326],[127.39919014,36.31775299],[127.39896671,36.31753362],[127.39869445,36.31735359],[127.39838384,36.31721981],[127.3980468,36.31713743],[127.3976963,36.31710962],[127.39734579,36.31713743],[127.39700876,36.31721981],[127.39669814,36.31735359],[127.39642589,36.31753362],[127.39620245,36.31775299],[127.39603643,36.31800326],[127.39593419,36.31827483],[127.39589967,36.31855724],[127.39593419,36.31883966],[127.39603643,36.31911122],[127.39620245,36.31936149],[127.39642589,36.31958085],[127.39669814,36.31976088],[127.39700876,36.31989465],[127.39734579,36.31997702],[127.3976963,36.32000484],[127.3980468,36.31997702],[127.39838384,36.31989465],[127.39869445,36.31976088],[127.39896671,36.31958085],[127.39919014,36.31936149],[127.39935617,36.31911122],[127.39945841,36.31883966],[127.39949293,36.31855724]]]}",2023-01-25
2017050,2016,자전거,30170001,대전광역시 서구1,대전광역시 서구 둔산동(둔산네거리 부근),6,6,0,4,2,0,36.35781001,127.37933577,"{""type"":""Polygon"",""coordinates"":[[[127.3811324,36.35781001],[127.38109788,36.35752774],[127.38099564,36.35725631],[127.38082962,36.35700616],[127.38060618,36.35678691],[127.38033393,36.35660696],[127.38002331,36.35647326],[127.37968628,36.35639092],[127.37933577,36.35636312],[127.37898527,36.35639092],[127.37864823,36.35647326],[127.37833762,36.35660696],[127.37806536,36.35678691],[127.37784193,36.35700616],[127.3776759,36.35725631],[127.37757366,36.35752774],[127.37753914,36.35781001],[127.37757366,36.35809228],[127.3776759,36.35836371],[127.37784193,36.35861385],[127.37806536,36.3588331],[127.37833762,36.35901304],[127.37864823,36.35914674],[127.37898527,36.35922908],[127.37933577,36.35925688],[127.37968628,36.35922908],[127.38002331,36.35914674],[127.38033393,36.35901304],[127.38060618,36.3588331],[127.38082962,36.35861385],[127.38099564,36.35836371],[127.38109788,36.35809228],[127.3811324,36.35781001]]]}",2023-01-25
2017050,2016,자전거,30170002,대전광역시 서구2,대전광역시 서구 용문동(용문네거리 부근),6,6,0,2,4,0,36.33830478,127.39324641,"{""type"":""Polygon"",""coordinates"":[[[127.39504304,36.33830478],[127.39500852,36.33802244],[127.39490628,36.33775094],[127.39474025,36.33750073],[127.39451682,36.33728142],[127.39424456,36.33710143],[127.39393395,36.33696769],[127.39359691,36.33688533],[127.39324641,36.33685752],[127.3928959,36.33688533],[127.39255887,36.33696769],[127.39224825,36.33710143],[127.391976,36.33728142],[127.39175256,36.33750073],[127.39158654,36.33775094],[127.3914843,36.33802244],[127.39144978,36.33830478],[127.3914843,36.33858712],[127.39158654,36.33885862],[127.39175256,36.33910882],[127.391976,36.33932813],[127.39224825,36.33950811],[127.39255887,36.33964185],[127.3928959,36.3397242],[127.39324641,36.33975201],[127.39359691,36.3397242],[127.39393395,36.33964185],[127.39424456,36.33950811],[127.39451682,36.33932813],[127.39474025,36.33910882],[127.39490628,36.33885862],[127.39500852,36.33858712],[127.39504304,36.33830478]]]}",2023-01-25
2017050,2016,자전거,30170003,대전광역시 서구3,대전광역시 서구 탄방동(한준빌딩 부근),4,4,0,2,2,0,36.34376851,127.39095653,"{""type"":""Polygon"",""coordinates"":[[[127.39275316,36.34376851],[127.39271864,36.34348618],[127.3926164,36.34321471],[127.39245038,36.34296451],[127.39222694,36.34274521],[127.39195469,36.34256524],[127.39164407,36.34243151],[127.39130704,36.34234916],[127.39095653,36.34232135],[127.39060603,36.34234916],[127.39026899,36.34243151],[127.38995838,36.34256524],[127.38968612,36.34274521],[127.38946269,36.34296451],[127.38929666,36.34321471],[127.38919442,36.34348618],[127.3891599,36.34376851],[127.38919442,36.34405083],[127.38929666,36.3443223],[127.38946269,36.34457249],[127.38968612,36.34479178],[127.38995838,36.34497175],[127.39026899,36.34510548],[127.39060603,36.34518783],[127.39095653,36.34521563],[127.39130704,36.34518783],[127.39164407,36.34510548],[127.39195469,36.34497175],[127.39222694,36.34479178],[127.39245038,36.34457249],[127.3926164,36.3443223],[127.39271864,36.34405083],[127.39275316,36.34376851]]]}",2023-01-25
2017050,2016,자전거,30170004,대전광역시 서구4,대전광역시 서구 가장동(코펠네비테크 부근),4,4,0,2,2,0,36.3282029,127.38564134,"{""type"":""Polygon"",""coordinates"":[[[127.38743797,36.3282029],[127.38740345,36.32792052],[127.38730121,36.32764899],[127.38713519,36.32739875],[127.38691175,36.32717941],[127.3866395,36.3269994],[127.38632888,36.32686564],[127.38599185,36.32678327],[127.38564134,36.32675546],[127.38529084,36.32678327],[127.3849538,36.32686564],[127.38464319,36.3269994],[127.38437093,36.32717941],[127.3841475,36.32739875],[127.38398147,36.32764899],[127.38387923,36.32792052],[127.38384471,36.3282029],[127.38387923,36.32848528],[127.38398147,36.32875681],[127.3841475,36.32900705],[127.38437093,36.32922638],[127.38464319,36.32940639],[127.3849538,36.32954014],[127.38529084,36.32962251],[127.38564134,36.32965032],[127.38599185,36.32962251],[127.38632888,36.32954014],[127.3866395,36.32940639],[127.38691175,36.32922638],[127.38713519,36.32900705],[127.38730121,36.32875681],[127.38740345,36.32848528],[127.38743797,36.3282029]]]}",2023-01-25
2017050,2016,자전거,30170005,대전광역시 서구5,대전광역시 서구 만년동(무궁화아파트 부근),4,4,0,1,3,0,36.36458026,127.37672635,"{""type"":""Polygon"",""coordinates"":[[[127.37852298,36.36458026],[127.37848846,36.36429801],[127.37838622,36.3640266],[127.37822019,36.36377648],[127.37799676,36.36355724],[127.3777245,36.36337731],[127.37741389,36.36324362],[127.37707685,36.36316129],[127.37672635,36.36313349],[127.37637584,36.36316129],[127.37603881,36.36324362],[127.37572819,36.36337731],[127.37545594,36.36355724],[127.3752325,36.36377648],[127.37506648,36.3640266],[127.37496424,36.36429801],[127.37492972,36.36458026],[127.37496424,36.3648625],[127.37506648,36.3651339],[127.3752325,36.36538403],[127.37545594,36.36560326],[127.37572819,36.36578318],[127.37603881,36.36591687],[127.37637584,36.3659992],[127.37672635,36.366027],[127.37707685,36.3659992],[127.37741389,36.36591687],[127.3777245,36.36578318],[127.37799676,36.36560326],[127.37822019,36.36538403],[127.37838622,36.3651339],[127.37848846,36.3648625],[127.37852298,36.36458026]]]}",2023-01-25
2017050,2016,자전거,30170006,대전광역시 서구6,대전광역시 서구 내동(번동오거리 부근),4,4,0,0,3,1,36.32914472,127.38072641,"{""type"":""Polygon"",""coordinates"":[[[127.38252304,36.32914472],[127.38248852,36.32886234],[127.38238628,36.32859082],[127.38222025,36.32834057],[127.38199682,36.32812124],[127.38172456,36.32794123],[127.38141395,36.32780747],[127.38107691,36.3277251],[127.38072641,36.32769729],[127.3803759,36.3277251],[127.38003887,36.32780747],[127.37972825,36.32794123],[127.379456,36.32812124],[127.37923256,36.32834057],[127.37906654,36.32859082],[127.3789643,36.32886234],[127.37892978,36.32914472],[127.3789643,36.3294271],[127.37906654,36.32969862],[127.37923256,36.32994886],[127.379456,36.33016819],[127.37972825,36.33034819],[127.38003887,36.33048194],[127.3803759,36.33056431],[127.38072641,36.33059212],[127.38107691,36.33056431],[127.38141395,36.33048194],[127.38172456,36.33034819],[127.38199682,36.33016819],[127.38222025,36.32994886],[127.38238628,36.32969862],[127.38248852,36.3294271],[127.38252304,36.32914472]]]}",2023-01-25
2017050,2016,자전거,30200001,대전광역시 유성구1,대전광역시 유성구 봉명동(유성구복지센터 부근),5,5,1,2,2,0,36.35304656,127.3400388,"{""type"":""Polygon"",""coordinates"":[[[127.34183543,36.35304656],[127.34180091,36.35276427],[127.34169867,36.35249282],[127.34153264,36.35224266],[127.34130921,36.35202339],[127.34103695,36.35184344],[127.34072634,36.35170972],[127.3403893,36.35162738],[127.3400388,36.35159957],[127.33968829,36.35162738],[127.33935126,36.35170972],[127.33904064,36.35184344],[127.33876839,36.35202339],[127.33854495,36.35224266],[127.33837893,36.35249282],[127.33827669,36.35276427],[127.33824217,36.35304656],[127.33827669,36.35332885],[127.33837893,36.35360029],[127.33854495,36.35385045],[127.33876839,36.35406971],[127.33904064,36.35424966],[127.33935126,36.35438337],[127.33968829,36.35446571],[127.3400388,36.35449351],[127.3403893,36.35446571],[127.34072634,36.35438337],[127.34103695,36.35424966],[127.34130921,36.35406971],[127.34153264,36.35385045],[127.34169867,36.35360029],[127.34180091,36.35332885],[127.34183543,36.35304656]]]}",2023-01-25
2017050,2016,자전거,30200002,대전광역시 유성구2,대전광역시 유성구 궁동(충남대다리C 부근),5,5,0,1,4,0,36.35938464,127.34356357,"{""type"":""Polygon"",""coordinates"":[[[127.3453602,36.35938464],[127.34532568,36.35910237],[127.34522344,36.35883095],[127.34505742,36.3585808],[127.34483398,36.35836155],[127.34456173,36.35818161],[127.34425111,36.35804791],[127.34391408,36.35796557],[127.34356357,36.35793777],[127.34321307,36.35796557],[127.34287603,36.35804791],[127.34256542,36.35818161],[127.34229316,36.35836155],[127.34206973,36.3585808],[127.3419037,36.35883095],[127.34180146,36.35910237],[127.34176694,36.35938464],[127.34180146,36.3596669],[127.3419037,36.35993832],[127.34206973,36.36018846],[127.34229316,36.36040771],[127.34256542,36.36058764],[127.34287603,36.36072134],[127.34321307,36.36080367],[127.34356357,36.36083148],[127.34391408,36.36080367],[127.34425111,36.36072134],[127.34456173,36.36058764],[127.34483398,36.36040771],[127.34505742,36.36018846],[127.34522344,36.35993832],[127.34532568,36.3596669],[127.3453602,36.35938464]]]}",2023-01-25
2018027,2017,스쿨존어린이,30110001,대전광역시 동구1,대전광역시 동구 용운동(푸른숲어린이집 부근),1,1,1,0,0,0,36.32751787,127.45236577,"{""type"":""Polygon"",""coordinates"":[[[127.45506071,36.32751787],[127.45500893,36.32709429],[127.45485557,36.32668699],[127.45460653,36.32631162],[127.45427138,36.3259826],[127.453863,36.32571259],[127.45339708,36.32551194],[127.45289152,36.32538839],[127.45236577,36.32534667],[127.45184001,36.32538839],[127.45133446,36.32551194],[127.45086853,36.32571259],[127.45046015,36.3259826],[127.450125,36.32631162],[127.44987596,36.32668699],[127.4497226,36.32709429],[127.44967082,36.32751787],[127.4497226,36.32794144],[127.44987596,36.32834873],[127.450125,36.32872409],[127.45046015,36.3290531],[127.45086853,36.3293231],[127.45133446,36.32952374],[127.45184001,36.32964728],[127.45236577,36.329689],[127.45289152,36.32964728],[127.45339708,36.32952374],[127.453863,36.3293231],[127.45427138,36.3290531],[127.45460653,36.32872409],[127.45485557,36.32834873],[127.45500893,36.32794144],[127.45506071,36.32751787]]]}",2023-01-25
2018027,2017,스쿨존어린이,30110002,대전광역시 동구2,대전광역시 동구 가양동(동대전초교 부근),1,1,1,0,0,0,36.35209823,127.44804123,"{""type"":""Polygon"",""coordinates"":[[[127.45073617,36.35209823],[127.45068439,36.35167479],[127.45053103,36.35126762],[127.45028199,36.35089237],[127.44994684,36.35056345],[127.44953846,36.35029352],[127.44907254,36.35009294],[127.44856699,36.34996942],[127.44804123,36.34992772],[127.44751547,36.34996942],[127.44700992,36.35009294],[127.446544,36.35029352],[127.44613561,36.35056345],[127.44580046,36.35089237],[127.44555142,36.35126762],[127.44539807,36.35167479],[127.44534628,36.35209823],[127.44539807,36.35252167],[127.44555142,36.35292883],[127.44580046,36.35330408],[127.44613561,36.35363298],[127.446544,36.3539029],[127.44700992,36.35410347],[127.44751547,36.35422698],[127.44804123,36.35426868],[127.44856699,36.35422698],[127.44907254,36.35410347],[127.44953846,36.3539029],[127.44994684,36.35363298],[127.45028199,36.35330408],[127.45053103,36.35292883],[127.45068439,36.35252167],[127.45073617,36.35209823]]]}",2023-01-25
2018027,2017,스쿨존어린이,30170001,대전광역시 서구1,대전광역시 서구 갈마동(깨비나라어린이집 부근),2,2,0,0,2,0,36.35206625,127.36626781,"{""type"":""Polygon"",""coordinates"":[[[127.36896276,36.35206625],[127.36891098,36.35164281],[127.36875762,36.35123564],[127.36850858,36.35086038],[127.36817343,36.35053147],[127.36776504,36.35026154],[127.36729912,36.35006096],[127.36679357,36.34993744],[127.36626781,36.34989574],[127.36574206,36.34993744],[127.3652365,36.35006096],[127.36477058,36.35026154],[127.3643622,36.35053147],[127.36402705,36.35086038],[127.36377801,36.35123564],[127.36362465,36.35164281],[127.36357287,36.35206625],[127.36362465,36.35248969],[127.36377801,36.35289685],[127.36402705,36.35327209],[127.3643622,36.353601],[127.36477058,36.35387092],[127.3652365,36.35407149],[127.36574206,36.354195],[127.36626781,36.3542367],[127.36679357,36.354195],[127.36729912,36.35407149],[127.36776504,36.35387092],[127.36817343,36.353601],[127.36850858,36.35327209],[127.36875762,36.35289685],[127.36891098,36.35248969],[127.36896276,36.35206625]]]}",2023-01-25
2018028,2017,보행어린이,30110001,대전광역시 동구1,대전광역시 동구 가양동(흥룡어린이공원 부근),3,3,1,0,2,0,36.35201902,127.44773775,"{""type"":""Polygon"",""coordinates"":[[[127.44953438,36.35201902],[127.44949986,36.35173673],[127.44939762,36.35146528],[127.4492316,36.35121512],[127.44900816,36.35099584],[127.44873591,36.35081589],[127.44842529,36.35068217],[127.44808826,36.35059983],[127.44773775,36.35057202],[127.44738725,36.35059983],[127.44705021,36.35068217],[127.4467396,36.35081589],[127.44646734,36.35099584],[127.44624391,36.35121512],[127.44607788,36.35146528],[127.44597564,36.35173673],[127.44594112,36.35201902],[127.44597564,36.35230132],[127.44607788,36.35257276],[127.44624391,36.35282292],[127.44646734,36.35304219],[127.4467396,36.35322214],[127.44705021,36.35335586],[127.44738725,36.3534382],[127.44773775,36.353466],[127.44808826,36.3534382],[127.44842529,36.35335586],[127.44873591,36.35322214],[127.44900816,36.35304219],[127.4492316,36.35282292],[127.44939762,36.35257276],[127.44949986,36.35230132],[127.44953438,36.35201902]]]}",2023-01-25
2018028,2017,보행어린이,30170001,대전광역시 서구1,대전광역시 서구 내동(벽산블루밍맑은아침아파트 112동 부근),3,6,1,2,3,0,36.33190436,127.3812734,"{""type"":""Polygon"",""coordinates"":[[[127.38307003,36.33190436],[127.38303551,36.331622],[127.38293327,36.33135048],[127.38276724,36.33110025],[127.38254381,36.33088092],[127.38227155,36.33070092],[127.38196094,36.33056716],[127.3816239,36.3304848],[127.3812734,36.33045699],[127.38092289,36.3304848],[127.38058586,36.33056716],[127.38027524,36.33070092],[127.38000299,36.33088092],[127.37977955,36.33110025],[127.37961353,36.33135048],[127.37951129,36.331622],[127.37947677,36.33190436],[127.37951129,36.33218673],[127.37961353,36.33245824],[127.37977955,36.33270847],[127.38000299,36.3329278],[127.38027524,36.33310779],[127.38058586,36.33324154],[127.38092289,36.3333239],[127.3812734,36.33335171],[127.3816239,36.3333239],[127.38196094,36.33324154],[127.38227155,36.33310779],[127.38254381,36.3329278],[127.38276724,36.33270847],[127.38293327,36.33245824],[127.38303551,36.33218673],[127.38307003,36.33190436]]]}",2023-01-25
2018028,2017,보행어린이,30170002,대전광역시 서구2,대전광역시 서구 갈마동(갈마초교삼거리 부근),3,3,0,1,2,0,36.3553136,127.3693403,"{""type"":""Polygon"",""coordinates"":[[[127.37113693,36.3553136],[127.3711024,36.35503131],[127.37100017,36.35475988],[127.37083414,36.35450972],[127.37061071,36.35429046],[127.37033845,36.35411051],[127.37002784,36.3539768],[127.3696908,36.35389446],[127.3693403,36.35386666],[127.36898979,36.35389446],[127.36865275,36.3539768],[127.36834214,36.35411051],[127.36806989,36.35429046],[127.36784645,36.35450972],[127.36768043,36.35475988],[127.36757819,36.35503131],[127.36754367,36.3553136],[127.36757819,36.35559588],[127.36768043,36.35586731],[127.36784645,36.35611746],[127.36806989,36.35633672],[127.36834214,36.35651666],[127.36865275,36.35665037],[127.36898979,36.35673271],[127.3693403,36.35676051],[127.3696908,36.35673271],[127.37002784,36.35665037],[127.37033845,36.35651666],[127.37061071,36.35633672],[127.37083414,36.35611746],[127.37100017,36.35586731],[127.3711024,36.35559588],[127.37113693,36.3553136]]]}",2023-01-25
2018028,2017,보행어린이,30170003,대전광역시 서구3,대전광역시 서구 탄방동(탄방초교 부근),3,3,0,0,3,0,36.34583174,127.39005457,"{""type"":""Polygon"",""coordinates"":[[[127.3918512,36.34583174],[127.39181668,36.34554942],[127.39171444,36.34527795],[127.39154842,36.34502777],[127.39132498,36.34480847],[127.39105273,36.34462851],[127.39074211,36.34449478],[127.39040508,36.34441243],[127.39005457,36.34438462],[127.38970407,36.34441243],[127.38936703,36.34449478],[127.38905642,36.34462851],[127.38878416,36.34480847],[127.38856073,36.34502777],[127.3883947,36.34527795],[127.38829246,36.34554942],[127.38825794,36.34583174],[127.38829246,36.34611405],[127.3883947,36.34638552],[127.38856073,36.3466357],[127.38878416,36.34685499],[127.38905642,36.34703495],[127.38936703,36.34716868],[127.38970407,36.34725102],[127.39005457,36.34727883],[127.39040508,36.34725102],[127.39074211,36.34716868],[127.39105273,36.34703495],[127.39132498,36.34685499],[127.39154842,36.3466357],[127.39171444,36.34638552],[127.39181668,36.34611405],[127.3918512,36.34583174]]]}",2023-01-25
2018028,2017,보행어린이,30170004,대전광역시 서구4,대전광역시 서구 갈마동(대명빌라 부근),3,3,0,0,3,0,36.3518834,127.36542296,"{""type"":""Polygon"",""coordinates"":[[[127.36721959,36.3518834],[127.36718506,36.3516011],[127.36708283,36.35132965],[127.3669168,36.35107949],[127.36669337,36.35086021],[127.36642111,36.35068026],[127.3661105,36.35054654],[127.36577346,36.3504642],[127.36542296,36.35043639],[127.36507245,36.3504642],[127.36473542,36.35054654],[127.3644248,36.35068026],[127.36415255,36.35086021],[127.36392911,36.35107949],[127.36376309,36.35132965],[127.36366085,36.3516011],[127.36362633,36.3518834],[127.36366085,36.35216569],[127.36376309,36.35243713],[127.36392911,36.3526873],[127.36415255,36.35290657],[127.3644248,36.35308652],[127.36473542,36.35322023],[127.36507245,36.35330257],[127.36542296,36.35333037],[127.36577346,36.35330257],[127.3661105,36.35322023],[127.36642111,36.35308652],[127.36669337,36.35290657],[127.3669168,36.3526873],[127.36708283,36.35243713],[127.36718506,36.35216569],[127.36721959,36.3518834]]]}",2023-01-25
2018028,2017,보행어린이,30200001,대전광역시 유성구1,대전광역시 유성구 노은동(노은중학교 부근),3,3,0,1,1,1,36.36878592,127.32343432,"{""type"":""Polygon"",""coordinates"":[[[127.32523095,36.36878592],[127.32519643,36.36850369],[127.32509419,36.3682323],[127.32492817,36.36798219],[127.32470473,36.36776296],[127.32443248,36.36758304],[127.32412186,36.36744936],[127.32378483,36.36736703],[127.32343432,36.36733923],[127.32308382,36.36736703],[127.32274678,36.36744936],[127.32243617,36.36758304],[127.32216391,36.36776296],[127.32194048,36.36798219],[127.32177445,36.3682323],[127.32167221,36.36850369],[127.32163769,36.36878592],[127.32167221,36.36906815],[127.32177445,36.36933954],[127.32194048,36.36958965],[127.32216391,36.36980887],[127.32243617,36.36998878],[127.32274678,36.37012247],[127.32308382,36.37020479],[127.32343432,36.37023259],[127.32378483,36.37020479],[127.32412186,36.37012247],[127.32443248,36.36998878],[127.32470473,36.36980887],[127.32492817,36.36958965],[127.32509419,36.36933954],[127.32519643,36.36906815],[127.32523095,36.36878592]]]}",2023-01-25
2018029,2017,보행노인,30110001,대전광역시 동구1,대전광역시 동구 삼성동(삼성지하차도 부근),4,5,0,1,3,1,36.33865053,127.43117093,"{""type"":""Polygon"",""coordinates"":[[[127.43296756,36.33865053],[127.43293304,36.33836819],[127.4328308,36.3380967],[127.43266477,36.33784649],[127.43244134,36.33762717],[127.43216908,36.33744719],[127.43185847,36.33731345],[127.43152143,36.33723109],[127.43117093,36.33720328],[127.43082042,36.33723109],[127.43048339,36.33731345],[127.43017277,36.33744719],[127.42990052,36.33762717],[127.42967708,36.33784649],[127.42951106,36.3380967],[127.42940882,36.33836819],[127.4293743,36.33865053],[127.42940882,36.33893287],[127.42951106,36.33920436],[127.42967708,36.33945457],[127.42990052,36.33967388],[127.43017277,36.33985386],[127.43048339,36.33998759],[127.43082042,36.34006995],[127.43117093,36.34009776],[127.43152143,36.34006995],[127.43185847,36.33998759],[127.43216908,36.33985386],[127.43244134,36.33967388],[127.43266477,36.33945457],[127.4328308,36.33920436],[127.43293304,36.33893287],[127.43296756,36.33865053]]]}",2023-01-25
2018029,2017,보행노인,30110002,대전광역시 동구2,대전광역시 동구 대성동(대성동삼거리 부근),3,3,1,0,2,0,36.29624367,127.46038296,"{""type"":""Polygon"",""coordinates"":[[[127.46217959,36.29624367],[127.46214507,36.29596118],[127.46204283,36.29568954],[127.46187681,36.29543919],[127.46165337,36.29521976],[127.46138112,36.29503968],[127.4610705,36.29490586],[127.46073347,36.29482346],[127.46038296,36.29479564],[127.46003246,36.29482346],[127.45969542,36.29490586],[127.45938481,36.29503968],[127.45911255,36.29521976],[127.45888912,36.29543919],[127.45872309,36.29568954],[127.45862085,36.29596118],[127.45858633,36.29624367],[127.45862085,36.29652617],[127.45872309,36.29679781],[127.45888912,36.29704815],[127.45911255,36.29726758],[127.45938481,36.29744765],[127.45969542,36.29758146],[127.46003246,36.29766386],[127.46038296,36.29769169],[127.46073347,36.29766386],[127.4610705,36.29758146],[127.46138112,36.29744765],[127.46165337,36.29726758],[127.46187681,36.29704815],[127.46204283,36.29679781],[127.46214507,36.29652617],[127.46217959,36.29624367]]]}",2023-01-25
