사고지역관리번호,사고연도,사고유형구분,위치코드,사고다발지역시도시군구,사고지역위치명,사고건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,위도,경도,사고다발지역폴리곤정보,데이터기준일자
2014110,2013,보행어린이,30230001,대전광역시 대덕구1,대전광역시 대덕구 비래동(일품향 부근),3,3,0,1,2,0,36.35692684,127.4540235,"{""type"":""Polygon"",""coordinates"":[[[127.4555992,36.3582013],[127.4552615,36.3584254],[127.4548762,36.358592],[127.4544582,36.3586946],[127.4540235,36.3587292],[127.4535888,36.3586946],[127.4531708,36.358592],[127.4527855,36.3584254],[127.4524478,36.3582013],[127.4521707,36.3579282],[127.4519648,36.3576166],[127.451838,36.3572784],[127.4517952,36.3569268],[127.4518381,36.3565752],[127.4519649,36.3562371],[127.4521708,36.3559255],[127.4524479,36.3556524],[127.4527856,36.3554282],[127.4531708,36.3552617],[127.4535888,36.3551591],[127.4540235,36.3551245],[127.4544582,36.3551591],[127.4548762,36.3552617],[127.4552614,36.3554282],[127.4555991,36.3556524],[127.4558762,36.3559255],[127.4560821,36.3562371],[127.4562089,36.3565752],[127.4562518,36.3569268],[127.456209,36.3572784],[127.4560822,36.3576166],[127.4558763,36.3579282],[127.4555992,36.3582013]]]}",2023-01-25
2014110,2013,보행어린이,30230002,대전광역시 대덕구2,대전광역시 대덕구 송촌동(송촌신협 부근),3,3,0,0,3,0,36.36440565,127.44466686,"{""type"":""Polygon"",""coordinates"":[[[127.4462427,36.3656801],[127.445905,36.3659043],[127.4455197,36.3660708],[127.4451016,36.3661734],[127.4446669,36.366208],[127.4442321,36.3661734],[127.443814,36.3660708],[127.4434288,36.3659043],[127.4430911,36.3656801],[127.4428139,36.365407],[127.442608,36.3650954],[127.4424812,36.3647573],[127.4424384,36.3644056],[127.4424812,36.364054],[127.442608,36.3637159],[127.442814,36.3634043],[127.4430911,36.3631312],[127.4434288,36.362907],[127.4438141,36.3627405],[127.4442321,36.3626379],[127.4446669,36.3626033],[127.4451016,36.3626379],[127.4455196,36.3627405],[127.4459049,36.362907],[127.4462426,36.3631312],[127.4465198,36.3634043],[127.4467257,36.3637159],[127.4468525,36.364054],[127.4468953,36.3644056],[127.4468525,36.3647573],[127.4467257,36.3650954],[127.4465198,36.365407],[127.4462427,36.3656801]]]}",2023-01-25
2015046,2014,자전거,30110001,대전광역시 동구1,대전광역시 동구 가양동(동부네거리 부근),5,5,0,3,2,0,36.35110682,127.44232468,"{""type"":""Polygon"",""coordinates"":[[[127.4439002,36.3523813],[127.4435626,36.3526054],[127.4431774,36.352772],[127.4427594,36.3528746],[127.4423247,36.3529092],[127.44189,36.3528746],[127.441472,36.352772],[127.4410868,36.3526054],[127.4407491,36.3523813],[127.4404721,36.3521081],[127.4402662,36.3517965],[127.4401394,36.3514584],[127.4400966,36.3511068],[127.4401394,36.3507552],[127.4402662,36.3504171],[127.4404721,36.3501055],[127.4407492,36.3498324],[127.4410868,36.3496082],[127.441472,36.3494417],[127.44189,36.3493391],[127.4423247,36.3493045],[127.4427594,36.3493391],[127.4431773,36.3494417],[127.4435625,36.3496082],[127.4439002,36.3498324],[127.4441773,36.3501055],[127.4443832,36.3504171],[127.44451,36.3507552],[127.4445528,36.3511068],[127.44451,36.3514584],[127.4443832,36.3517965],[127.4441773,36.3521081],[127.4439002,36.3523813]]]}",2023-01-25
2015046,2014,자전거,30110002,대전광역시 동구2,대전광역시 동구 홍도동(용전네거리 부근),5,5,0,2,3,0,36.34819839,127.4319178,"{""type"":""Polygon"",""coordinates"":[[[127.4334933,36.3494728],[127.4331556,36.349697],[127.4327704,36.3498635],[127.4323525,36.3499661],[127.4319178,36.3500007],[127.4314831,36.3499661],[127.4310652,36.3498635],[127.43068,36.349697],[127.4303423,36.3494728],[127.4300652,36.3491997],[127.4298594,36.3488881],[127.4297326,36.34855],[127.4296898,36.3481984],[127.4297326,36.3478467],[127.4298594,36.3475086],[127.4300653,36.347197],[127.4303424,36.3469239],[127.43068,36.3466998],[127.4310652,36.3465332],[127.4314831,36.3464307],[127.4319178,36.346396],[127.4323525,36.3464307],[127.4327704,36.3465332],[127.4331556,36.3466998],[127.4334932,36.3469239],[127.4337703,36.347197],[127.4339762,36.3475086],[127.434103,36.3478467],[127.4341458,36.3481984],[127.434103,36.34855],[127.4339762,36.3488881],[127.4337704,36.3491997],[127.4334933,36.3494728]]]}",2023-01-25
2015046,2014,자전거,30140001,대전광역시 중구1,대전광역시 중구 대흥동(대흥사거리 부근),6,6,0,5,1,0,36.32414518,127.42778048,"{""type"":""Polygon"",""coordinates"":[[[127.4293555,36.3254196],[127.4290179,36.3256438],[127.4286329,36.3258104],[127.428215,36.3259129],[127.4277805,36.3259476],[127.4273459,36.3259129],[127.4269281,36.3258104],[127.426543,36.3256438],[127.4262055,36.3254196],[127.4259285,36.3251465],[127.4257227,36.3248349],[127.4255959,36.3244968],[127.4255531,36.3241452],[127.4255959,36.3237935],[127.4257227,36.3234554],[127.4259285,36.3231438],[127.4262055,36.3228707],[127.4265431,36.3226466],[127.4269281,36.32248],[127.427346,36.3223774],[127.4277805,36.3223428],[127.428215,36.3223774],[127.4286328,36.32248],[127.4290179,36.3226466],[127.4293554,36.3228707],[127.4296324,36.3231438],[127.4298383,36.3234554],[127.429965,36.3237935],[127.4300078,36.3241452],[127.429965,36.3244968],[127.4298383,36.3248349],[127.4296325,36.3251465],[127.4293555,36.3254196]]]}",2023-01-25
2015046,2014,자전거,30140002,대전광역시 중구2,대전광역시 중구 용두동(오류사거리 부근),6,6,0,4,2,0,36.32886266,127.40229953,"{""type"":""Polygon"",""coordinates"":[[[127.4038746,36.3301371],[127.4035371,36.3303613],[127.403152,36.3305278],[127.4027341,36.3306304],[127.4022995,36.330665],[127.401865,36.3306304],[127.4014471,36.3305278],[127.401062,36.3303613],[127.4007244,36.3301371],[127.4004474,36.329864],[127.4002416,36.3295524],[127.4001148,36.3292143],[127.4000721,36.3288626],[127.4001149,36.328511],[127.4002416,36.3281729],[127.4004475,36.3278613],[127.4007245,36.3275882],[127.401062,36.327364],[127.4014471,36.3271975],[127.401865,36.3270949],[127.4022995,36.3270603],[127.4027341,36.3270949],[127.4031519,36.3271975],[127.403537,36.327364],[127.4038746,36.3275882],[127.4041516,36.3278613],[127.4043574,36.3281729],[127.4044842,36.328511],[127.404527,36.3288626],[127.4044842,36.3292143],[127.4043575,36.3295524],[127.4041516,36.329864],[127.4038746,36.3301371]]]}",2023-01-25
2015046,2014,자전거,30140003,대전광역시 중구3,대전광역시 중구 석교동(대광빌딩 부근),4,4,0,2,2,0,36.30225625,127.45168321,"{""type"":""Polygon"",""coordinates"":[[[127.4532578,36.3035307],[127.4529203,36.3037549],[127.4525354,36.3039214],[127.4521176,36.304024],[127.4516832,36.3040586],[127.4512488,36.304024],[127.4508311,36.3039214],[127.4504461,36.3037549],[127.4501087,36.3035307],[127.4498317,36.3032576],[127.449626,36.302946],[127.4494993,36.3026079],[127.4494565,36.3022562],[127.4494993,36.3019046],[127.449626,36.3015665],[127.4498318,36.3012549],[127.4501087,36.3009818],[127.4504461,36.3007576],[127.4508311,36.3005911],[127.4512488,36.3004885],[127.4516832,36.3004539],[127.4521176,36.3004885],[127.4525353,36.3005911],[127.4529203,36.3007576],[127.4532577,36.3009818],[127.4535346,36.3012549],[127.4537404,36.3015665],[127.4538671,36.3019046],[127.4539099,36.3022562],[127.4538671,36.3026079],[127.4537404,36.302946],[127.4535347,36.3032576],[127.4532578,36.3035307]]]}",2023-01-25
2015046,2014,자전거,30140004,대전광역시 중구4,대전광역시 중구 오류동(서대전네거리 부근),4,4,0,1,3,0,36.32270765,127.41185286,"{""type"":""Polygon"",""coordinates"":[[[127.4134278,36.3239821],[127.4130903,36.3242063],[127.4127052,36.3243728],[127.4122874,36.3244754],[127.4118529,36.32451],[127.4114183,36.3244754],[127.4110005,36.3243728],[127.4106154,36.3242063],[127.4102779,36.3239821],[127.4100009,36.323709],[127.4097951,36.3233974],[127.4096683,36.3230593],[127.4096256,36.3227076],[127.4096684,36.322356],[127.4097951,36.3220179],[127.410001,36.3217063],[127.4102779,36.3214332],[127.4106155,36.321209],[127.4110005,36.3210425],[127.4114183,36.3209399],[127.4118529,36.3209053],[127.4122874,36.3209399],[127.4127052,36.3210425],[127.4130903,36.321209],[127.4134278,36.3214332],[127.4137048,36.3217063],[127.4139106,36.3220179],[127.4140374,36.322356],[127.4140802,36.3227076],[127.4140374,36.3230593],[127.4139106,36.3233974],[127.4137048,36.323709],[127.4134278,36.3239821]]]}",2023-01-25
2015046,2014,자전거,30170001,대전광역시 서구1,대전광역시 서구 갈마동(갈마네거리 부근),8,8,0,2,6,0,36.35382466,127.36895102,"{""type"":""Polygon"",""coordinates"":[[[127.3705266,36.3550991],[127.370189,36.3553233],[127.3698037,36.3554898],[127.3693857,36.3555924],[127.368951,36.355627],[127.3685163,36.3555924],[127.3680983,36.3554898],[127.3677131,36.3553233],[127.3673754,36.3550991],[127.3670983,36.354826],[127.3668924,36.3545144],[127.3667656,36.3541763],[127.3667228,36.3538246],[127.3667657,36.353473],[127.3668925,36.3531349],[127.3670984,36.3528233],[127.3673755,36.3525502],[127.3677131,36.352326],[127.3680984,36.3521595],[127.3685163,36.3520569],[127.368951,36.3520223],[127.3693857,36.3520569],[127.3698037,36.3521595],[127.3701889,36.352326],[127.3705266,36.3525502],[127.3708037,36.3528233],[127.3710096,36.3531349],[127.3711364,36.353473],[127.3711792,36.3538246],[127.3711364,36.3541763],[127.3710096,36.3545144],[127.3708037,36.354826],[127.3705266,36.3550991]]]}",2023-01-25
2015046,2014,자전거,30170002,대전광역시 서구2,대전광역시 서구 둔산동(밀텍(주) 부근),6,6,0,3,2,1,36.35897193,127.38026591,"{""type"":""Polygon"",""coordinates"":[[[127.3818416,36.3602464],[127.3815039,36.3604705],[127.3811187,36.3606371],[127.3807006,36.3607397],[127.3802659,36.3607743],[127.3798312,36.3607397],[127.3794131,36.3606371],[127.3790279,36.3604705],[127.3786902,36.3602464],[127.3784131,36.3599732],[127.3782072,36.3596616],[127.3780804,36.3593235],[127.3780376,36.3589719],[127.3780804,36.3586203],[127.3782072,36.3582822],[127.3784131,36.3579706],[127.3786903,36.3576975],[127.3790279,36.3574733],[127.3794132,36.3573068],[127.3798312,36.3572042],[127.3802659,36.3571696],[127.3807006,36.3572042],[127.3811186,36.3573068],[127.3815039,36.3574733],[127.3818416,36.3576975],[127.3821187,36.3579706],[127.3823246,36.3582822],[127.3824514,36.3586203],[127.3824942,36.3589719],[127.3824514,36.3593235],[127.3823246,36.3596616],[127.3821187,36.3599732],[127.3818416,36.3602464]]]}",2023-01-25
2015046,2014,자전거,30170003,대전광역시 서구3,대전광역시 서구 괴정동(구기교단삼거리 부근),5,5,0,3,2,0,36.34244502,127.38688543,"{""type"":""Polygon"",""coordinates"":[[[127.3884608,36.3437195],[127.3881232,36.3439436],[127.387738,36.3441102],[127.3873201,36.3442127],[127.3868854,36.3442474],[127.3864508,36.3442127],[127.3860328,36.3441102],[127.3856477,36.3439436],[127.3853101,36.3437195],[127.385033,36.3434463],[127.3848271,36.3431347],[127.3847004,36.3427966],[127.3846576,36.342445],[127.3847004,36.3420934],[127.3848272,36.3417553],[127.3850331,36.3414437],[127.3853101,36.3411705],[127.3856477,36.3409464],[127.3860329,36.3407798],[127.3864508,36.3406773],[127.3868854,36.3406427],[127.3873201,36.3406773],[127.387738,36.3407798],[127.3881231,36.3409464],[127.3884607,36.3411705],[127.3887378,36.3414437],[127.3889437,36.3417553],[127.3890705,36.3420934],[127.3891133,36.342445],[127.3890705,36.3427966],[127.3889437,36.3431347],[127.3887379,36.3434463],[127.3884608,36.3437195]]]}",2023-01-25
2015046,2014,자전거,30170004,대전광역시 서구4,대전광역시 서구 월평동(월평네거리 부근),4,4,0,2,2,0,36.35846281,127.3638066,"{""type"":""Polygon"",""coordinates"":[[[127.3653823,36.3597373],[127.3650446,36.3599614],[127.3646594,36.360128],[127.3642413,36.3602305],[127.3638066,36.3602652],[127.3633719,36.3602305],[127.3629538,36.360128],[127.3625686,36.3599614],[127.3622309,36.3597373],[127.3619538,36.3594641],[127.3617479,36.3591525],[127.3616211,36.3588144],[127.3615783,36.3584628],[127.3616211,36.3581112],[127.3617479,36.3577731],[127.3619538,36.3574615],[127.362231,36.3571883],[127.3625686,36.3569642],[127.3629539,36.3567976],[127.3633719,36.3566951],[127.3638066,36.3566604],[127.3642413,36.3566951],[127.3646593,36.3567976],[127.3650446,36.3569642],[127.3653822,36.3571883],[127.3656594,36.3574615],[127.3658653,36.3577731],[127.3659921,36.3581112],[127.3660349,36.3584628],[127.3659921,36.3588144],[127.3658653,36.3591525],[127.3656594,36.3594641],[127.3653823,36.3597373]]]}",2023-01-25
2015046,2014,자전거,30170005,대전광역시 서구5,대전광역시 서구 탄방동(남서당한의원 부근),4,4,0,2,2,0,36.34339041,127.39155883,"{""type"":""Polygon"",""coordinates"":[[[127.3931342,36.3446649],[127.3927966,36.344889],[127.3924114,36.3450556],[127.3919935,36.3451581],[127.3915588,36.3451928],[127.3911242,36.3451581],[127.3907062,36.3450556],[127.3903211,36.344889],[127.3899835,36.3446649],[127.3897064,36.3443917],[127.3895005,36.3440801],[127.3893737,36.343742],[127.3893309,36.3433904],[127.3893738,36.3430388],[127.3895005,36.3427007],[127.3897064,36.3423891],[127.3899835,36.3421159],[127.3903211,36.3418918],[127.3907063,36.3417252],[127.3911242,36.3416227],[127.3915588,36.341588],[127.3919935,36.3416227],[127.3924114,36.3417252],[127.3927966,36.3418918],[127.3931342,36.3421159],[127.3934112,36.3423891],[127.3936171,36.3427007],[127.3937439,36.3430388],[127.3937867,36.3433904],[127.3937439,36.343742],[127.3936171,36.3440801],[127.3934113,36.3443917],[127.3931342,36.3446649]]]}",2023-01-25
2015046,2014,자전거,30170006,대전광역시 서구6,대전광역시 서구 둔산동(아웃백스테이크하우스(주)둔산점 부근),4,4,0,0,4,0,36.34780267,127.37679738,"{""type"":""Polygon"",""coordinates"":[[[127.3783728,36.3490771],[127.3780352,36.3493013],[127.37765,36.3494678],[127.3772321,36.3495704],[127.3767974,36.349605],[127.3763627,36.3495704],[127.3759447,36.3494678],[127.3755595,36.3493013],[127.3752219,36.3490771],[127.3749448,36.348804],[127.3747389,36.3484924],[127.3746122,36.3481543],[127.3745694,36.3478026],[127.3746122,36.347451],[127.374739,36.3471129],[127.3749449,36.3468013],[127.375222,36.3465282],[127.3755596,36.3463041],[127.3759448,36.3461375],[127.3763627,36.3460349],[127.3767974,36.3460003],[127.377232,36.3460349],[127.37765,36.3461375],[127.3780352,36.3463041],[127.3783728,36.3465282],[127.3786499,36.3468013],[127.3788558,36.3471129],[127.3789826,36.347451],[127.3790254,36.3478026],[127.3789826,36.3481543],[127.3788558,36.3484924],[127.3786499,36.348804],[127.3783728,36.3490771]]]}",2023-01-25
2015048,2014,보행노인,30110001,대전광역시 동구1,대전광역시 동구 중동(신세계종합화장품 부근),8,8,0,6,2,0,36.32986987,127.43206699,"{""type"":""Polygon"",""coordinates"":[[[127.4336421,36.3311443],[127.4333045,36.3313685],[127.4329194,36.331535],[127.4325016,36.3316376],[127.432067,36.3316722],[127.4316324,36.3316376],[127.4312145,36.331535],[127.4308294,36.3313685],[127.4304919,36.3311443],[127.4302149,36.3308712],[127.430009,36.3305596],[127.4298823,36.3302215],[127.4298395,36.3298699],[127.4298823,36.3295182],[127.4300091,36.3291801],[127.4302149,36.3288685],[127.4304919,36.3285954],[127.4308295,36.3283713],[127.4312146,36.3282047],[127.4316324,36.3281021],[127.432067,36.3280675],[127.4325015,36.3281021],[127.4329194,36.3282047],[127.4333045,36.3283713],[127.433642,36.3285954],[127.4339191,36.3288685],[127.4341249,36.3291801],[127.4342517,36.3295182],[127.4342945,36.3298699],[127.4342517,36.3302215],[127.434125,36.3305596],[127.4339191,36.3308712],[127.4336421,36.3311443]]]}",2023-01-25
2015048,2014,보행노인,30110002,대전광역시 동구2,대전광역시 동구 가양동(그린빌라 부근),5,6,0,4,2,0,36.34313315,127.45040094,"{""type"":""Polygon"",""coordinates"":[[[127.4519763,36.3444076],[127.4516387,36.3446318],[127.4512535,36.3447983],[127.4508356,36.3449009],[127.4504009,36.3449355],[127.4499663,36.3449009],[127.4495484,36.3447983],[127.4491632,36.3446318],[127.4488256,36.3444076],[127.4485485,36.3441345],[127.4483426,36.3438229],[127.4482159,36.3434848],[127.4481731,36.3431331],[127.4482159,36.3427815],[127.4483427,36.3424434],[127.4485486,36.3421318],[127.4488256,36.3418587],[127.4491632,36.3416345],[127.4495484,36.341468],[127.4499663,36.3413654],[127.4504009,36.3413308],[127.4508356,36.3413654],[127.4512535,36.341468],[127.4516387,36.3416345],[127.4519763,36.3418587],[127.4522533,36.3421318],[127.4524592,36.3424434],[127.452586,36.3427815],[127.4526288,36.3431331],[127.452586,36.3434848],[127.4524593,36.3438229],[127.4522534,36.3441345],[127.4519763,36.3444076]]]}",2023-01-25
2015048,2014,보행노인,30110003,대전광역시 동구3,대전광역시 동구 대동(대동오거리 부근),3,3,2,1,0,0,36.32981911,127.44319534,"{""type"":""Polygon"",""coordinates"":[[[127.4447704,36.3310936],[127.4444329,36.3313177],[127.4440478,36.3314843],[127.4436299,36.3315868],[127.4431953,36.3316215],[127.4427608,36.3315868],[127.4423429,36.3314843],[127.4419578,36.3313177],[127.4416202,36.3310936],[127.4413432,36.3308204],[127.4411374,36.3305088],[127.4410106,36.3301707],[127.4409678,36.3298191],[127.4410106,36.3294675],[127.4411374,36.3291294],[127.4413433,36.3288178],[127.4416203,36.3285446],[127.4419578,36.3283205],[127.4423429,36.3281539],[127.4427608,36.3280514],[127.4431953,36.3280167],[127.4436299,36.3280514],[127.4440477,36.3281539],[127.4444328,36.3283205],[127.4447704,36.3285446],[127.4450474,36.3288178],[127.4452533,36.3291294],[127.44538,36.3294675],[127.4454228,36.3298191],[127.44538,36.3301707],[127.4452533,36.3305088],[127.4450475,36.3308204],[127.4447704,36.3310936]]]}",2023-01-25
2015048,2014,보행노인,30110004,대전광역시 동구4,대전광역시 동구 판암동(판암4차주공아파트 부근),3,3,0,2,0,1,36.3211645,127.45920267,"{""type"":""Polygon"",""coordinates"":[[[127.4607776,36.322439],[127.4604401,36.3226631],[127.460055,36.3228297],[127.4596372,36.3229322],[127.4592027,36.3229669],[127.4587681,36.3229322],[127.4583503,36.3228297],[127.4579652,36.3226631],[127.4576277,36.322439],[127.4573508,36.3221658],[127.4571449,36.3218542],[127.4570182,36.3215161],[127.4569754,36.3211645],[127.4570182,36.3208129],[127.457145,36.3204747],[127.4573508,36.3201631],[127.4576278,36.31989],[127.4579653,36.3196659],[127.4583504,36.3194993],[127.4587682,36.3193968],[127.4592027,36.3193621],[127.4596372,36.3193968],[127.460055,36.3194993],[127.46044,36.3196659],[127.4607775,36.31989],[127.4610545,36.3201631],[127.4612604,36.3204747],[127.4613871,36.3208129],[127.4614299,36.3211645],[127.4613871,36.3215161],[127.4612604,36.3218542],[127.4610546,36.3221658],[127.4607776,36.322439]]]}",2023-01-25
2015048,2014,보행노인,30140001,대전광역시 중구1,대전광역시 중구 유천동(유천예식장네거리 부근),5,5,1,3,1,0,36.31743993,127.39384343,"{""type"":""Polygon"",""coordinates"":[[[127.3954183,36.3187144],[127.3950808,36.3189385],[127.3946957,36.3191051],[127.3942779,36.3192077],[127.3938434,36.3192423],[127.3934089,36.3192077],[127.3929911,36.3191051],[127.3926061,36.3189385],[127.3922686,36.3187144],[127.3919916,36.3184413],[127.3917858,36.3181297],[127.3916591,36.3177915],[127.3916163,36.3174399],[127.3916591,36.3170883],[127.3917858,36.3167502],[127.3919916,36.3164386],[127.3922686,36.3161655],[127.3926061,36.3159413],[127.3929912,36.3157748],[127.3934089,36.3156722],[127.3938434,36.3156376],[127.3942779,36.3156722],[127.3946957,36.3157748],[127.3950807,36.3159413],[127.3954182,36.3161655],[127.3956952,36.3164386],[127.395901,36.3167502],[127.3960278,36.3170883],[127.3960706,36.3174399],[127.3960278,36.3177915],[127.3959011,36.3181297],[127.3956953,36.3184413],[127.3954183,36.3187144]]]}",2023-01-25
2015048,2014,보행노인,30140002,대전광역시 중구2,대전광역시 중구 중촌동(투가리해장국 부근),5,6,0,4,2,0,36.34365703,127.41162597,"{""type"":""Polygon"",""coordinates"":[[[127.4132014,36.3449315],[127.4128637,36.3451556],[127.4124786,36.3453222],[127.4120606,36.3454248],[127.411626,36.3454594],[127.4111913,36.3454248],[127.4107734,36.3453222],[127.4103882,36.3451556],[127.4100506,36.3449315],[127.4097735,36.3446584],[127.4095676,36.3443467],[127.4094409,36.3440086],[127.4093981,36.343657],[127.4094409,36.3433054],[127.4095677,36.3429673],[127.4097736,36.3426557],[127.4100506,36.3423826],[127.4103882,36.3421584],[127.4107734,36.3419919],[127.4111913,36.3418893],[127.411626,36.3418547],[127.4120606,36.3418893],[127.4124785,36.3419919],[127.4128637,36.3421584],[127.4132013,36.3423826],[127.4134784,36.3426557],[127.4136843,36.3429673],[127.413811,36.3433054],[127.4138539,36.343657],[127.4138111,36.3440086],[127.4136843,36.3443467],[127.4134784,36.3446584],[127.4132014,36.3449315]]]}",2023-01-25
2015048,2014,보행노인,30140003,대전광역시 중구3,대전광역시 중구 문화동(서대전네거리 부근),4,4,0,3,1,0,36.3226508,127.4123953,"{""type"":""Polygon"",""coordinates"":[[[127.4139703,36.3239253],[127.4136327,36.3241494],[127.4132477,36.324316],[127.4128298,36.3244185],[127.4123953,36.3244532],[127.4119608,36.3244185],[127.4115429,36.324316],[127.4111579,36.3241494],[127.4108203,36.3239253],[127.4105433,36.3236521],[127.4103375,36.3233405],[127.4102108,36.3230024],[127.410168,36.3226508],[127.4102108,36.3222992],[127.4103376,36.321961],[127.4105434,36.3216494],[127.4108204,36.3213763],[127.4111579,36.3211522],[127.411543,36.3209856],[127.4119608,36.3208831],[127.4123953,36.3208484],[127.4128298,36.3208831],[127.4132476,36.3209856],[127.4136327,36.3211522],[127.4139702,36.3213763],[127.4142472,36.3216494],[127.414453,36.321961],[127.4145798,36.3222992],[127.4146226,36.3226508],[127.4145798,36.3230024],[127.4144531,36.3233405],[127.4142473,36.3236521],[127.4139703,36.3239253]]]}",2023-01-25
2015048,2014,보행노인,30140004,대전광역시 중구4,대전광역시 중구 대흥동(맛나치킨 부근),3,3,2,0,1,0,36.32055728,127.42036598,"{""type"":""Polygon"",""coordinates"":[[[127.4219409,36.3218317],[127.4216034,36.3220559],[127.4212183,36.3222224],[127.4208005,36.322325],[127.420366,36.3223596],[127.4199315,36.322325],[127.4195136,36.3222224],[127.4191286,36.3220559],[127.4187911,36.3218317],[127.4185141,36.3215586],[127.4183083,36.321247],[127.4181815,36.3209089],[127.4181387,36.3205573],[127.4181816,36.3202056],[127.4183083,36.3198675],[127.4185141,36.3195559],[127.4187911,36.3192828],[127.4191286,36.3190587],[127.4195137,36.3188921],[127.4199315,36.3187895],[127.420366,36.3187549],[127.4208005,36.3187895],[127.4212183,36.3188921],[127.4216033,36.3190587],[127.4219409,36.3192828],[127.4222178,36.3195559],[127.4224237,36.3198675],[127.4225504,36.3202056],[127.4225932,36.3205573],[127.4225504,36.3209089],[127.4224237,36.321247],[127.4222179,36.3215586],[127.4219409,36.3218317]]]}",2023-01-25
2015048,2014,보행노인,30140005,대전광역시 중구5,대전광역시 중구 사정동(유정주택 부근),3,3,0,2,1,0,36.29851508,127.38473531,"{""type"":""Polygon"",""coordinates"":[[[127.3863098,36.2997895],[127.3859724,36.3000137],[127.3855874,36.3001803],[127.3851697,36.3002828],[127.3847353,36.3003175],[127.3843009,36.3002828],[127.3838832,36.3001803],[127.3834983,36.3000137],[127.3831608,36.2997895],[127.3828839,36.2995164],[127.3826782,36.2992048],[127.3825515,36.2988667],[127.3825087,36.2985151],[127.3825515,36.2981634],[127.3826782,36.2978253],[127.382884,36.2975137],[127.3831609,36.2972406],[127.3834983,36.2970165],[127.3838832,36.2968499],[127.3843009,36.2967473],[127.3847353,36.2967127],[127.3851697,36.2967473],[127.3855874,36.2968499],[127.3859723,36.2970165],[127.3863097,36.2972406],[127.3865866,36.2975137],[127.3867924,36.2978253],[127.3869191,36.2981634],[127.3869619,36.2985151],[127.3869192,36.2988667],[127.3867925,36.2992048],[127.3865867,36.2995164],[127.3863098,36.2997895]]]}",2023-01-25
2015048,2014,보행노인,30170001,대전광역시 서구1,대전광역시 서구 내동(안골네거리 부근),3,3,1,0,2,0,36.33310402,127.37344438,"{""type"":""Polygon"",""coordinates"":[[[127.3750195,36.3343785],[127.374682,36.3346026],[127.3742969,36.3347692],[127.373879,36.3348718],[127.3734444,36.3349064],[127.3730098,36.3348718],[127.3725919,36.3347692],[127.3722068,36.3346026],[127.3718692,36.3343785],[127.3715922,36.3341054],[127.3713863,36.3337937],[127.3712596,36.3334556],[127.3712168,36.333104],[127.3712596,36.3327524],[127.3713864,36.3324143],[127.3715922,36.3321027],[127.3718693,36.3318295],[127.3722068,36.3316054],[127.3725919,36.3314389],[127.3730098,36.3313363],[127.3734444,36.3313017],[127.3738789,36.3313363],[127.3742968,36.3314389],[127.3746819,36.3316054],[127.3750195,36.3318295],[127.3752965,36.3321027],[127.3755024,36.3324143],[127.3756292,36.3327524],[127.375672,36.333104],[127.3756292,36.3334556],[127.3755024,36.3337937],[127.3752966,36.3341054],[127.3750195,36.3343785]]]}",2023-01-25
2015048,2014,보행노인,30170002,대전광역시 서구2,대전광역시 서구 변동(번동오거리 부근),3,3,0,3,0,0,36.32843348,127.38170797,"{""type"":""Polygon"",""coordinates"":[[[127.383283,36.3297079],[127.3829455,36.3299321],[127.3825604,36.3300986],[127.3821425,36.3302012],[127.381708,36.3302358],[127.3812734,36.3302012],[127.3808555,36.3300986],[127.3804704,36.3299321],[127.3801329,36.3297079],[127.3798559,36.3294348],[127.37965,36.3291232],[127.3795233,36.3287851],[127.3794805,36.3284335],[127.3795233,36.3280818],[127.3796501,36.3277437],[127.3798559,36.3274321],[127.3801329,36.327159],[127.3804705,36.3269349],[127.3808556,36.3267683],[127.3812734,36.3266657],[127.381708,36.3266311],[127.3821425,36.3266657],[127.3825604,36.3267683],[127.3829455,36.3269349],[127.383283,36.327159],[127.38356,36.3274321],[127.3837659,36.3277437],[127.3838926,36.3280818],[127.3839354,36.3284335],[127.3838926,36.3287851],[127.3837659,36.3291232],[127.3835601,36.3294348],[127.383283,36.3297079]]]}",2023-01-25
2015048,2014,보행노인,30200001,대전광역시 유성구1,대전광역시 유성구 장대동(갤러리빌 부근),4,4,0,1,3,0,36.35826938,127.3365103,"{""type"":""Polygon"",""coordinates"":[[[127.338086,36.3595438],[127.3377483,36.359768],[127.3373631,36.3599345],[127.336945,36.3600371],[127.3365103,36.3600717],[127.3360756,36.3600371],[127.3356575,36.3599345],[127.3352723,36.359768],[127.3349346,36.3595438],[127.3346575,36.3592707],[127.3344516,36.3589591],[127.3343248,36.358621],[127.334282,36.3582694],[127.3343248,36.3579177],[127.3344516,36.3575796],[127.3346575,36.357268],[127.3349347,36.3569949],[127.3352723,36.3567708],[127.3356576,36.3566042],[127.3360756,36.3565017],[127.3365103,36.356467],[127.336945,36.3565017],[127.337363,36.3566042],[127.3377483,36.3567708],[127.3380859,36.3569949],[127.338363,36.357268],[127.338569,36.3575796],[127.3386958,36.3579177],[127.3387386,36.3582694],[127.3386958,36.358621],[127.338569,36.3589591],[127.3383631,36.3592707],[127.338086,36.3595438]]]}",2023-01-25
