사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020050700100615,2020년 5월 7일 20시,목요일,대전광역시 동구 낭월동,사망사고,1,0,0,0,차대사람 - 횡단중,과속,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,64세,사망
2020050700100657,2020년 5월 7일 22시,목요일,대전광역시 중구 은행동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,여,63세,중상
2020050800100032,2020년 5월 8일 03시,금요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,보행자,남,44세,중상
2020050800100426,2020년 5월 8일 17시,금요일,대전광역시 중구 유천동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,남,56세,경상
2020050800100617,2020년 5월 8일 20시,금요일,대전광역시 중구 문화동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,23세,기타불명,보행자,여,82세,중상
2020050800100715,2020년 5월 8일 22시,금요일,대전광역시 대덕구 중리동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,51세,기타불명,보행자,여,55세,중상
2020050800100716,2020년 5월 8일 22시,금요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,20세,상해없음,보행자,여,39세,경상
2020050900100088,2020년 5월 9일 04시,토요일,대전광역시 대덕구 석봉동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로부근,승용,남,22세,상해없음,보행자,남,37세,경상
2020050900100158,2020년 5월 9일 09시,토요일,대전광역시 서구 관저동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,44세,기타불명,보행자,여,22세,중상
2020050900100491,2020년 5월 9일 19시,토요일,대전광역시 서구 내동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,59세,상해없음,보행자,남,53세,사망
2020050900100609,2020년 5월 9일 23시,토요일,대전광역시 유성구 원내동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로횡단보도내,화물,남,62세,상해없음,보행자,남,59세,중상
2020051000100057,2020년 5월 10일 03시,일요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,30세,경상
2020051000100232,2020년 5월 10일 15시,일요일,대전광역시 대덕구 신탄진동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,47세,상해없음,보행자,여,57세,경상
2020051000100393,2020년 5월 10일 22시,일요일,대전광역시 중구 중촌동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,60세,기타불명,보행자,여,54세,중상
2020051100100332,2020년 5월 11일 13시,월요일,대전광역시 동구 인동,부상신고사고,0,0,0,1,차대사람 - 횡단중,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,남,58세,부상신고
2020051100100333,2020년 5월 11일 13시,월요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,70세,상해없음,보행자,여,21세,경상
2020051200100043,2020년 5월 12일 03시,화요일,대전광역시 서구 정림동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,보행자,여,14세,경상
2020051200100072,2020년 5월 12일 06시,화요일,대전광역시 중구 중촌동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로안,화물,남,62세,상해없음,보행자,남,37세,경상
2020051200100289,2020년 5월 12일 13시,화요일,대전광역시 대덕구 목상동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,보행자,여,88세,중상
2020051300100135,2020년 5월 13일 08시,수요일,대전광역시 동구 용전동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,보행자,남,50세,중상
2020051300100165,2020년 5월 13일 09시,수요일,대전광역시 대덕구 중리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,56세,상해없음,보행자,남,63세,중상
2020051300100166,2020년 5월 13일 09시,수요일,대전광역시 유성구 지족동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,37세,상해없음,보행자,남,87세,중상
2020051300100529,2020년 5월 13일 18시,수요일,대전광역시 동구 성남동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,승용,남,39세,기타불명
2020051300100633,2020년 5월 13일 22시,수요일,대전광역시 동구 소제동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,40세,상해없음,보행자,여,33세,경상
2020051400100241,2020년 5월 14일 12시,목요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,48세,경상
2020051400100311,2020년 5월 14일 14시,목요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,보행자,여,55세,경상
2020051400100355,2020년 5월 14일 15시,목요일,대전광역시 대덕구 평촌동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,78세,상해없음,보행자,남,15세,중상
2020051400100578,2020년 5월 14일 21시,목요일,대전광역시 서구 관저동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,42세,상해없음,보행자,남,66세,사망
2020051400100614,2020년 5월 14일 22시,목요일,대전광역시 유성구 구암동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,보행자,남,25세,경상
2020051500100015,2020년 5월 15일 00시,금요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,20세,경상
2020051500100440,2020년 5월 15일 17시,금요일,대전광역시 대덕구 중리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,59세,상해없음,보행자,남,50세,경상
2020051600100058,2020년 5월 16일 02시,토요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,남,22세,경상
2020051600100385,2020년 5월 16일 17시,토요일,대전광역시 중구 선화동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,42세,상해없음,보행자,남,64세,중상
2020051600100422,2020년 5월 16일 18시,토요일,대전광역시 대덕구 법동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,10세,경상
2020051700100204,2020년 5월 17일 13시,일요일,대전광역시 중구 목동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,73세,경상
2020051700100334,2020년 5월 17일 17시,일요일,대전광역시 동구 가양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,남,24세,경상
2020051700100447,2020년 5월 17일 21시,일요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,53세,경상
2020051800100311,2020년 5월 18일 14시,월요일,대전광역시 유성구 어은동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,보행자,남,69세,중상
2020051800100355,2020년 5월 18일 15시,월요일,대전광역시 동구 삼성동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,보행자,여,67세,경상
2020051900100068,2020년 5월 19일 07시,화요일,대전광역시 대덕구 중리동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,54세,상해없음,보행자,여,75세,경상
2020051900100314,2020년 5월 19일 15시,화요일,대전광역시 대덕구 상서동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,건설기계,남,63세,상해없음,보행자,남,62세,중상
2020051900100439,2020년 5월 19일 18시,화요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,여,20세,중상
2020051900100525,2020년 5월 19일 21시,화요일,대전광역시 동구 중동,사망사고,1,0,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,보행자,남,63세,사망
2020052000100045,2020년 5월 20일 03시,수요일,대전광역시 서구 둔산동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,22세,부상신고
2020052000100050,2020년 5월 20일 04시,수요일,대전광역시 대덕구 중리동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,흐림,교차로 - 교차로횡단보도내,화물,남,27세,상해없음,보행자,여,55세,사망
2020052000100165,2020년 5월 20일 09시,수요일,대전광역시 동구 정동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,보행자,남,64세,부상신고
2020052000100245,2020년 5월 20일 11시,수요일,대전광역시 대덕구 법동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,보행자,여,12세,중상
2020052000100643,2020년 5월 20일 21시,수요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,54세,상해없음,보행자,남,44세,경상
2020052000100689,2020년 5월 20일 23시,수요일,대전광역시 중구 유천동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,32세,상해없음,보행자,남,40세,중상
2020052100100120,2020년 5월 21일 08시,목요일,대전광역시 서구 도마동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,49세,상해없음,보행자,남,80세,중상
2020052100100516,2020년 5월 21일 18시,목요일,대전광역시 동구 소제동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,여,58세,중상
2020052100100594,2020년 5월 21일 21시,목요일,대전광역시 유성구 상대동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,28세,상해없음,보행자,남,26세,경상
2020052200100117,2020년 5월 22일 08시,금요일,대전광역시 중구 용두동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,보행자,여,57세,경상
2020052200100118,2020년 5월 22일 08시,금요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,25세,상해없음,보행자,여,30세,중상
2020052200100340,2020년 5월 22일 14시,금요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,보행자,남,39세,경상
2020052200100422,2020년 5월 22일 16시,금요일,대전광역시 유성구 지족동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,남,58세,경상
2020052200100577,2020년 5월 22일 19시,금요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,남,29세,상해없음,보행자,남,62세,경상
2020052200100648,2020년 5월 22일 21시,금요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,30세,경상
2020052300100156,2020년 5월 23일 10시,토요일,대전광역시 중구 중촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,기타불명,보행자,여,61세,경상
2020052300100369,2020년 5월 23일 15시,토요일,대전광역시 서구 내동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,4세,경상
2020052400100143,2020년 5월 24일 10시,일요일,대전광역시 중구 중촌동,경상사고,0,0,1,0,차대사람 - 기타,불법유턴,젖음/습기,비,교차로 - 교차로안,승용,남,56세,상해없음,보행자,여,75세,경상
2020052400100144,2020년 5월 24일 10시,일요일,대전광역시 동구 가양동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,이륜,남,82세,상해없음,보행자,남,73세,경상
2020052400100253,2020년 5월 24일 14시,일요일,대전광역시 동구 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,보행자,여,61세,중상
2020052400100279,2020년 5월 24일 15시,일요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,보행자,남,28세,경상
2020052400100421,2020년 5월 24일 20시,일요일,대전광역시 서구 복수동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,27세,경상
2020052400100451,2020년 5월 24일 21시,일요일,대전광역시 중구 태평동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,보행자,남,62세,경상
2020052500100006,2020년 5월 25일 00시,월요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,남,23세,경상
2020052500100211,2020년 5월 25일 11시,월요일,대전광역시 서구 둔산동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,64세,상해없음,보행자,여,81세,사망
2020052500100240,2020년 5월 25일 12시,월요일,대전광역시 대덕구 읍내동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,보행자,여,66세,중상
2020052500100506,2020년 5월 25일 19시,월요일,대전광역시 유성구 원내동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,보행자,여,63세,중상
2020052600100151,2020년 5월 26일 09시,화요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,여,30세,경상
2020052600100530,2020년 5월 26일 20시,화요일,대전광역시 유성구 지족동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,57세,상해없음,보행자,남,39세,경상
2020052700100158,2020년 5월 27일 09시,수요일,대전광역시 서구 가수원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,54세,상해없음,보행자,남,31세,중상
2020052700100437,2020년 5월 27일 16시,수요일,대전광역시 유성구 문지동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,남,59세,경상
2020052700100497,2020년 5월 27일 17시,수요일,대전광역시 중구 문화동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,남,2세,경상
2020052700100551,2020년 5월 27일 18시,수요일,대전광역시 서구 가수원동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,보행자,여,54세,경상
2020052700100617,2020년 5월 27일 20시,수요일,대전광역시 동구 삼성동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,68세,부상신고
2020052700100618,2020년 5월 27일 20시,수요일,대전광역시 대덕구 평촌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,37세,상해없음,보행자,남,14세,경상
2020052800100049,2020년 5월 28일 04시,목요일,대전광역시 대덕구 오정동,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,68세,상해없음,보행자,남,39세,경상
2020052800100129,2020년 5월 28일 08시,목요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,64세,상해없음,보행자,여,21세,경상
2020052800100166,2020년 5월 28일 09시,목요일,대전광역시 중구 선화동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,70세,상해없음,보행자,여,54세,경상
2020052800100520,2020년 5월 28일 19시,목요일,대전광역시 대덕구 연축동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,55세,상해없음,보행자,남,34세,경상
2020053000100015,2020년 5월 30일 00시,토요일,대전광역시 동구 가양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,52세,경상
2020053000100086,2020년 5월 30일 06시,토요일,대전광역시 대덕구 중리동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,29세,상해없음,보행자,여,63세,경상
2020053000100126,2020년 5월 30일 08시,토요일,대전광역시 서구 괴정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,34세,상해없음,보행자,여,28세,경상
2020053100100242,2020년 5월 31일 14시,일요일,대전광역시 중구 산성동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 지하차도(도로)내,원동기,남,75세,상해없음,보행자,여,52세,경상
2020053100100472,2020년 5월 31일 22시,일요일,대전광역시 유성구 원내동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,42세,상해없음,보행자,여,58세,사망
2020060100100192,2020년 6월 1일 10시,월요일,대전광역시 대덕구 비래동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,57세,상해없음,보행자,여,65세,중상
2020060100100535,2020년 6월 1일 17시,월요일,대전광역시 중구 오류동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,원동기,남,30세,상해없음,보행자,남,23세,경상
2020060100100631,2020년 6월 1일 19시,월요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,기타불명,보행자,여,18세,경상
2020060200100226,2020년 6월 2일 11시,화요일,대전광역시 중구 오류동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,62세,중상
2020060200100354,2020년 6월 2일 14시,화요일,대전광역시 서구 둔산동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,보행자,여,77세,사망
2020060200100356,2020년 6월 2일 14시,화요일,대전광역시 유성구 탑립동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,28세,상해없음,보행자,여,20세,경상
2020060200100432,2020년 6월 2일 16시,화요일,대전광역시 서구 복수동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,66세,상해없음,보행자,여,60세,중상
2020060200100503,2020년 6월 2일 18시,화요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,47세,상해없음,보행자,남,24세,경상
2020060200100531,2020년 6월 2일 19시,화요일,대전광역시 유성구 궁동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),기타불명,미분류,기타불명,보행자,여,19세,경상
2020060300100233,2020년 6월 3일 12시,수요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,보행자,여,52세,중상
2020060300100608,2020년 6월 3일 22시,수요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,58세,경상
2020060300100609,2020년 6월 3일 22시,수요일,대전광역시 서구 탄방동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,23세,상해없음,보행자,여,57세,중상
2020060400100164,2020년 6월 4일 10시,목요일,대전광역시 동구 용전동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,28세,상해없음,보행자,여,78세,중상
2020060400100235,2020년 6월 4일 12시,목요일,대전광역시 유성구 원내동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,여,75세,중상
2020060400100362,2020년 6월 4일 15시,목요일,대전광역시 서구 괴정동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,여,80세,중상
2020060500100348,2020년 6월 5일 14시,금요일,대전광역시 대덕구 덕암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,보행자,남,13세,중상
2020060500100400,2020년 6월 5일 15시,금요일,대전광역시 중구 오류동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,49세,상해없음,보행자,여,61세,중상
2020060500100403,2020년 6월 5일 15시,금요일,대전광역시 대덕구 석봉동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,59세,기타불명,보행자,여,79세,경상
2020060500100442,2020년 6월 5일 16시,금요일,대전광역시 중구 대사동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,남,12세,중상
2020060500100489,2020년 6월 5일 17시,금요일,대전광역시 대덕구 오정동,중상사고,0,1,0,0,차대사람 - 횡단중,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,보행자,남,43세,중상
2020060500100629,2020년 6월 5일 20시,금요일,대전광역시 유성구 계산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,여,73세,중상
2020060500100726,2020년 6월 5일 23시,금요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,보행자,남,38세,경상
2020060500100727,2020년 6월 5일 23시,금요일,대전광역시 대덕구 평촌동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 고가도로위,승용,남,52세,기타불명,보행자,남,58세,경상
2020060600100030,2020년 6월 6일 01시,토요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,보행자,여,24세,경상
2020060600100315,2020년 6월 6일 14시,토요일,대전광역시 서구 괴정동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,50세,기타불명,보행자,남,6세,경상
2020060600100476,2020년 6월 6일 18시,토요일,대전광역시 동구 용전동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승합,남,65세,상해없음,보행자,여,31세,중상
2020060600100583,2020년 6월 6일 22시,토요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,51세,상해없음,보행자,남,61세,경상
2020060700100201,2020년 6월 7일 12시,일요일,대전광역시 동구 원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,59세,경상
2020060800100148,2020년 6월 8일 08시,월요일,대전광역시 중구 문화동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,50세,중상
2020060800100217,2020년 6월 8일 10시,월요일,대전광역시 유성구 원내동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,여,86세,중상
2020060800100259,2020년 6월 8일 11시,월요일,대전광역시 대덕구 목상동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,44세,상해없음,보행자,여,40세,부상신고
2020060800100517,2020년 6월 8일 17시,월요일,대전광역시 중구 중촌동,경상사고,0,0,1,0,차대사람 - 차도통행중,기타,건조,맑음,단일로 - 기타,자전거,남,34세,상해없음,보행자,여,63세,경상
2020060900100324,2020년 6월 9일 13시,화요일,대전광역시 중구 은행동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,83세,상해없음,보행자,여,20세,경상
2020060900100325,2020년 6월 9일 13시,화요일,대전광역시 유성구 봉명동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,보행자,남,24세,중상
